id,destination,weight,priority,senderName,receiverName,status,deliveryDate
PKG0079_109,Peshawar,5.38,1,Ahmed Khan,Hamza Khan,In Transit,2025-02-23
PKG0090_110,Sialkot,0.75,1,Saad Hameed,Maryam Raza,Pending,2024-09-08
PKG0038_111,Peshawar,7.01,1,Hassan Butt,Bilal Iqbal,Delivered,2026-05-15
PKG0083_112,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2024-07-16
PKG0049_113,Islamabad,4.89,2,Hamza Malik,Saad Sheikh,Out for Delivery,2024-04-19
PKG0130_114,Quetta,9.28,2,Ali Khan,Hussain Khan,In Transit,2024-08-24
PKG0133_115,Quetta,17.1,1,Hassan Khan,Saad Qureshi,Pending,2025-08-29
PKG0028_116,Lahore,1.99,3,Sara Sheikh,Zain Khan,Delivered,2024-01-16
PKG0063_117,Rawalpindi,10.65,3,Fatima Qureshi,Noor Ahmed,In Transit,2026-06-18
PKG0051_118,Peshawar,5.96,3,Fatima Qureshi,Hussain Raza,In Transit,2025-09-19
PKG0126_119,Multan,21.84,1,Saad Qureshi,Ali Malik,Pending,2025-01-05
PKG0101_120,Hyderabad,6.03,3,Usman Sheikh,Noor Hameed,Out for Delivery,2024-03-03
PKG0164_121,Faisalabad,16.92,2,Ali Hameed,Usman Javed,Delivered,2024-09-07
PKG0145_122,Rawalpindi,22.78,2,Noor Butt,Bilal Ahmed,Out for Delivery,2025-07-07
PKG0159_123,Sialkot,17.95,2,Ayesha Raza,Noor Hameed,Delivered,2024-12-05
PKG0070_124,Peshawar,9.88,1,Usman Ahmed,Ayesha Malik,In Transit,2024-04-10
PKG0067_125,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2024-04-04
PKG0016_126,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2025-09-14
PKG0112_127,Faisalabad,16.92,1,Zain Iqbal,Sara Iqbal,Delivered,2026-04-30
PKG0123_128,Peshawar,14.51,1,Saad Iqbal,Amna Butt,Out for Delivery,2026-01-15
PKG0115_129,Hyderabad,19.03,3,Ali Butt,Usman Iqbal,Out for Delivery,2025-03-16
PKG0088_130,Hyderabad,15.45,2,Zain Butt,Hamza Qureshi,Delivered,2025-01-17
PKG0006_131,Multan,2.43,2,Ali Qureshi,Usman Ahmed,Delivered,2024-09-20
PKG0025_132,Islamabad,21.56,1,Ahmed Khan,Fatima Ahmed,In Transit,2024-08-27
PKG0145_133,Rawalpindi,22.78,2,Noor Butt,Bilal Ahmed,Out for Delivery,2024-09-17
PKG0048_134,Hyderabad,18.86,1,Hamza Javed,Saad Sheikh,In Transit,2026-03-01
PKG0027_135,Peshawar,2.81,3,Hamza Qureshi,Hamza Sheikh,Out for Delivery,2026-05-04
PKG0154_136,Karachi,0.86,1,Hassan Malik,Ahmed Khan,Delivered,2025-01-17
PKG0100_137,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2025-09-28
PKG0029_138,Peshawar,13.64,1,Amna Ahmed,Fatima Butt,Out for Delivery,2025-06-02
PKG0153_139,Islamabad,7.29,1,Hamza Malik,Hamza Hameed,In Transit,2026-04-06
PKG0068_140,Peshawar,21.08,2,Ayesha Qureshi,Zain Raza,Out for Delivery,2026-03-05
PKG0174_141,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2025-02-05
PKG0163_142,Lahore,18.74,2,Ahmed Ahmed,Ahmed Sheikh,In Transit,2025-08-23
PKG0063_143,Rawalpindi,10.65,3,Fatima Qureshi,Noor Ahmed,In Transit,2024-12-01
PKG0173_144,Sialkot,3.29,2,Zain Sheikh,Hassan Butt,Pending,2025-08-16
PKG0021_145,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-09-16
PKG0156_146,Lahore,11.57,1,Zain Iqbal,Usman Hameed,Pending,2024-11-29
PKG0128_147,Islamabad,15.63,1,Bilal Qureshi,Amna Javed,Delivered,2025-07-22
PKG0150_148,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-06-22
PKG0034_149,Sialkot,1.99,2,Hassan Butt,Ali Hameed,Pending,2024-06-19
PKG0128_150,Islamabad,15.63,1,Bilal Qureshi,Amna Javed,Delivered,2025-05-28
PKG0075_151,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2024-12-18
PKG0025_152,Islamabad,21.56,1,Ahmed Khan,Fatima Ahmed,In Transit,2025-05-04
PKG0045_153,Sialkot,17.79,3,Hassan Malik,Maryam Qureshi,Pending,2025-01-19
PKG0033_154,Sialkot,16.72,2,Saad Qureshi,Hassan Sheikh,In Transit,2024-03-22
PKG0125_155,Faisalabad,21.81,2,Ali Malik,Usman Hameed,Pending,2026-01-26
PKG0140_156,Karachi,19.77,2,Maryam Sheikh,Ayesha Butt,Delivered,2026-04-18
PKG0089_157,Peshawar,9.19,2,Zain Iqbal,Ayesha Qureshi,Delivered,2025-06-30
PKG0028_158,Lahore,1.99,3,Sara Sheikh,Zain Khan,Delivered,2026-05-31
PKG0010_159,Islamabad,6.11,1,Hassan Javed,Fatima Iqbal,Delivered,2026-05-22
PKG0024_160,Hyderabad,14.07,3,Fatima Ahmed,Hussain Khan,In Transit,2025-11-22
PKG0083_161,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2026-01-29
PKG0138_162,Lahore,22.63,3,Fatima Hameed,Hassan Malik,Pending,2026-02-16
PKG0082_163,Hyderabad,17.1,2,Noor Khan,Saad Raza,Out for Delivery,2024-06-09
PKG0032_164,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2025-05-20
PKG0028_165,Lahore,1.99,3,Sara Sheikh,Zain Khan,Delivered,2025-05-04
PKG0147_166,Multan,14.89,3,Zain Iqbal,Bilal Javed,In Transit,2025-06-29
PKG0152_167,Sialkot,5.58,1,Hamza Hameed,Fatima Ahmed,In Transit,2024-01-29
PKG0177_168,Rawalpindi,23.07,2,Sara Khan,Sara Khan,Out for Delivery,2024-04-13
PKG0160_169,Lahore,21.39,3,Usman Hameed,Sara Ahmed,In Transit,2024-06-30
PKG0012_170,Karachi,6.54,3,Saad Qureshi,Ayesha Raza,Delivered,2024-09-28
PKG0104_171,Islamabad,10.51,3,Ayesha Javed,Ahmed Malik,Out for Delivery,2025-11-19
PKG0059_172,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2024-04-10
PKG0018_173,Hyderabad,5.37,2,Bilal Raza,Amna Javed,In Transit,2026-05-21
PKG0025_174,Islamabad,21.56,1,Ahmed Khan,Fatima Ahmed,In Transit,2024-05-20
PKG0123_175,Peshawar,14.51,1,Saad Iqbal,Amna Butt,Out for Delivery,2025-08-05
PKG0161_176,Rawalpindi,10.27,3,Zain Butt,Sara Iqbal,Pending,2024-06-25
PKG0139_177,Faisalabad,18.44,1,Hamza Qureshi,Ali Hameed,Delivered,2026-01-27
PKG0009_178,Sialkot,18.36,1,Saad Ahmed,Noor Malik,Out for Delivery,2025-10-08
PKG0102_179,Multan,7.98,3,Saad Qureshi,Hassan Hameed,Pending,2025-06-06
PKG0075_180,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2024-07-23
PKG0121_181,Quetta,18.29,3,Hamza Javed,Hassan Khan,Out for Delivery,2025-05-12
PKG0146_182,Rawalpindi,3.34,1,Ayesha Khan,Ali Raza,In Transit,2025-07-22
PKG0094_183,Quetta,6.15,3,Maryam Qureshi,Hassan Raza,In Transit,2025-06-02
PKG0065_184,Peshawar,4.81,3,Hamza Ahmed,Hamza Sheikh,Out for Delivery,2025-01-26
PKG0114_185,Sialkot,20.71,1,Hussain Ahmed,Hamza Sheikh,Out for Delivery,2024-12-25
PKG0046_186,Faisalabad,14.77,1,Ahmed Malik,Usman Khan,Out for Delivery,2024-09-18
PKG0034_187,Sialkot,1.99,2,Hassan Butt,Ali Hameed,Pending,2025-07-16
PKG0054_188,Multan,8.97,2,Hassan Khan,Ahmed Hameed,Out for Delivery,2025-12-21
PKG0126_189,Multan,21.84,1,Saad Qureshi,Ali Malik,Pending,2025-12-29
PKG0060_190,Rawalpindi,11.32,3,Noor Hameed,Bilal Iqbal,In Transit,2024-08-23
PKG0036_191,Peshawar,10.39,3,Ayesha Ahmed,Noor Ahmed,In Transit,2024-06-04
PKG0011_192,Faisalabad,5.71,2,Hassan Ahmed,Fatima Hameed,Out for Delivery,2025-06-05
PKG0172_193,Quetta,11.36,2,Hamza Hameed,Ali Ahmed,Out for Delivery,2025-08-21
PKG0091_194,Peshawar,17.42,3,Maryam Sheikh,Zain Javed,Out for Delivery,2024-09-13
PKG0059_195,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2025-06-18
PKG0141_196,Quetta,18.79,2,Ayesha Raza,Saad Qureshi,Pending,2024-06-03
PKG0171_197,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2025-04-07
PKG0121_198,Quetta,18.29,3,Hamza Javed,Hassan Khan,Out for Delivery,2026-05-27
PKG0004_199,Karachi,17.6,2,Zain Hameed,Hassan Khan,Delivered,2026-05-05
PKG0151_200,Islamabad,1.74,2,Bilal Butt,Bilal Hameed,In Transit,2026-02-15
PKG0017_201,Quetta,24.31,1,Sara Malik,Zain Khan,Pending,2025-11-06
PKG0095_202,Peshawar,5.8,2,Ahmed Javed,Hamza Malik,Delivered,2026-03-19
PKG0156_203,Lahore,11.57,1,Zain Iqbal,Usman Hameed,Pending,2024-06-08
PKG0094_204,Quetta,6.15,3,Maryam Qureshi,Hassan Raza,In Transit,2024-08-02
PKG0128_205,Islamabad,15.63,1,Bilal Qureshi,Amna Javed,Delivered,2024-08-08
PKG0007_206,Quetta,24.64,1,Fatima Ahmed,Ali Butt,Pending,2025-10-28
PKG0115_207,Hyderabad,19.03,3,Ali Butt,Usman Iqbal,Out for Delivery,2024-11-14
PKG0021_208,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-05-26
PKG0056_209,Faisalabad,11.07,3,Usman Javed,Bilal Butt,Delivered,2025-05-17
PKG0171_210,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2024-05-27
PKG0067_211,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2025-10-08
PKG0029_212,Peshawar,13.64,1,Amna Ahmed,Fatima Butt,Out for Delivery,2025-04-18
PKG0143_213,Sialkot,3.53,2,Hamza Sheikh,Ali Raza,Delivered,2024-10-11
PKG0166_214,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2025-10-17
PKG0123_215,Peshawar,14.51,1,Saad Iqbal,Amna Butt,Out for Delivery,2024-10-01
PKG0142_216,Multan,24.2,3,Ahmed Malik,Hamza Butt,Delivered,2024-08-30
PKG0016_217,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2024-04-21
PKG0148_218,Hyderabad,10.5,2,Sara Ahmed,Amna Qureshi,Pending,2025-05-23
PKG0101_219,Hyderabad,6.03,3,Usman Sheikh,Noor Hameed,Out for Delivery,2026-03-03
PKG0022_220,Sialkot,19.0,3,Usman Hameed,Sara Butt,In Transit,2026-03-19
PKG0094_221,Quetta,6.15,3,Maryam Qureshi,Hassan Raza,In Transit,2025-05-23
PKG0167_222,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2024-06-07
PKG0175_223,Quetta,7.59,1,Fatima Raza,Fatima Malik,Pending,2024-06-10
PKG0016_224,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2024-08-15
PKG0168_225,Quetta,17.72,2,Saad Raza,Ali Malik,Delivered,2024-12-20
PKG0098_226,Hyderabad,7.47,2,Ayesha Qureshi,Ahmed Khan,Out for Delivery,2024-06-28
PKG0164_227,Faisalabad,16.92,2,Ali Hameed,Usman Javed,Delivered,2025-05-21
PKG0088_228,Hyderabad,15.45,2,Zain Butt,Hamza Qureshi,Delivered,2024-01-15
PKG0158_229,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2024-03-16
PKG0079_230,Peshawar,5.38,1,Ahmed Khan,Hamza Khan,In Transit,2025-05-22
PKG0083_231,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2026-01-08
PKG0036_232,Peshawar,10.39,3,Ayesha Ahmed,Noor Ahmed,In Transit,2024-12-30
PKG0050_233,Lahore,9.87,1,Bilal Butt,Hassan Malik,Out for Delivery,2026-03-03
PKG0017_234,Quetta,24.31,1,Sara Malik,Zain Khan,Pending,2024-03-02
PKG0136_235,Quetta,0.7,3,Hassan Khan,Amna Sheikh,Pending,2026-03-16
PKG0001_236,Peshawar,5.97,3,Bilal Ahmed,Ali Raza,Pending,2025-05-30
PKG0096_237,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2026-05-24
PKG0127_238,Multan,16.42,2,Hamza Raza,Hussain Hameed,Out for Delivery,2026-03-18
PKG0136_239,Quetta,0.7,3,Hassan Khan,Amna Sheikh,Pending,2025-03-09
PKG0059_240,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2026-01-24
PKG0173_241,Sialkot,3.29,2,Zain Sheikh,Hassan Butt,Pending,2026-05-06
PKG0165_242,Quetta,15.21,2,Bilal Sheikh,Amna Khan,Pending,2025-06-04
PKG0122_243,Faisalabad,8.64,3,Ayesha Qureshi,Usman Qureshi,Out for Delivery,2026-01-07
PKG0130_244,Quetta,9.28,2,Ali Khan,Hussain Khan,In Transit,2024-10-23
PKG0102_245,Multan,7.98,3,Saad Qureshi,Hassan Hameed,Pending,2025-05-10
PKG0026_246,Karachi,18.22,3,Bilal Qureshi,Fatima Javed,Out for Delivery,2026-03-15
PKG0040_247,Faisalabad,22.08,1,Fatima Javed,Hassan Malik,Delivered,2024-03-16
PKG0079_248,Peshawar,5.38,1,Ahmed Khan,Hamza Khan,In Transit,2025-02-14
PKG0136_249,Quetta,0.7,3,Hassan Khan,Amna Sheikh,Pending,2024-11-06
PKG0075_250,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2026-05-31
PKG0069_251,Quetta,6.25,2,Fatima Raza,Zain Ahmed,Delivered,2025-04-24
PKG0127_252,Multan,16.42,2,Hamza Raza,Hussain Hameed,Out for Delivery,2024-09-24
PKG0007_253,Quetta,24.64,1,Fatima Ahmed,Ali Butt,Pending,2025-05-19
PKG0090_254,Sialkot,0.75,1,Saad Hameed,Maryam Raza,Pending,2026-02-14
PKG0124_255,Multan,24.72,3,Hussain Qureshi,Maryam Sheikh,In Transit,2025-07-29
PKG0137_256,Peshawar,15.37,2,Noor Qureshi,Amna Raza,In Transit,2024-10-24
PKG0120_257,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2024-05-30
PKG0162_258,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2024-08-25
PKG0146_259,Rawalpindi,3.34,1,Ayesha Khan,Ali Raza,In Transit,2024-02-02
PKG0174_260,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2026-01-03
PKG0131_261,Karachi,4.79,3,Usman Sheikh,Noor Malik,Out for Delivery,2024-03-25
PKG0002_262,Multan,1.28,1,Maryam Javed,Ahmed Hameed,In Transit,2024-03-20
PKG0155_263,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2024-03-28
PKG0120_264,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2024-08-29
PKG0167_265,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2025-10-13
PKG0172_266,Quetta,11.36,2,Hamza Hameed,Ali Ahmed,Out for Delivery,2025-10-08
PKG0082_267,Hyderabad,17.1,2,Noor Khan,Saad Raza,Out for Delivery,2025-07-17
PKG0067_268,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2025-05-26
PKG0069_269,Quetta,6.25,2,Fatima Raza,Zain Ahmed,Delivered,2025-05-13
PKG0045_270,Sialkot,17.79,3,Hassan Malik,Maryam Qureshi,Pending,2024-01-14
PKG0144_271,Rawalpindi,1.11,3,Sara Iqbal,Ahmed Butt,Delivered,2024-05-09
PKG0160_272,Lahore,21.39,3,Usman Hameed,Sara Ahmed,In Transit,2024-09-04
PKG0016_273,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2025-11-29
PKG0134_274,Quetta,11.69,2,Hussain Hameed,Hassan Sheikh,In Transit,2024-03-03
PKG0105_275,Rawalpindi,2.24,1,Ali Butt,Hassan Raza,Delivered,2026-02-15
PKG0020_276,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2026-03-23
PKG0011_277,Faisalabad,5.71,2,Hassan Ahmed,Fatima Hameed,Out for Delivery,2024-09-02
PKG0144_278,Rawalpindi,1.11,3,Sara Iqbal,Ahmed Butt,Delivered,2024-01-16
PKG0103_279,Peshawar,6.98,1,Maryam Ahmed,Hamza Butt,In Transit,2025-08-22
PKG0041_280,Quetta,15.49,3,Ayesha Qureshi,Amna Javed,Pending,2025-08-25
PKG0166_281,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2024-03-06
PKG0090_282,Sialkot,0.75,1,Saad Hameed,Maryam Raza,Pending,2024-05-14
PKG0062_283,Peshawar,20.26,1,Amna Butt,Bilal Raza,Pending,2024-10-25
PKG0086_284,Quetta,15.59,3,Ayesha Sheikh,Ayesha Javed,Out for Delivery,2025-09-13
PKG0174_285,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2024-01-28
PKG0057_286,Sialkot,8.08,2,Hussain Ahmed,Maryam Raza,Delivered,2025-11-20
PKG0054_287,Multan,8.97,2,Hassan Khan,Ahmed Hameed,Out for Delivery,2025-07-05
PKG0064_288,Peshawar,4.12,3,Maryam Sheikh,Zain Sheikh,Pending,2025-09-29
PKG0087_289,Peshawar,20.85,1,Sara Hameed,Hassan Iqbal,Delivered,2024-11-15
PKG0083_290,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2024-10-06
PKG0059_291,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2024-08-09
PKG0133_292,Quetta,17.1,1,Hassan Khan,Saad Qureshi,Pending,2024-09-18
PKG0148_293,Hyderabad,10.5,2,Sara Ahmed,Amna Qureshi,Pending,2024-09-15
PKG0142_294,Multan,24.2,3,Ahmed Malik,Hamza Butt,Delivered,2024-03-01
PKG0092_295,Peshawar,10.41,1,Hamza Khan,Ahmed Raza,Delivered,2024-10-09
PKG0155_296,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2024-08-26
PKG0007_297,Quetta,24.64,1,Fatima Ahmed,Ali Butt,Pending,2024-04-20
PKG0171_298,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2025-08-12
PKG0043_299,Peshawar,17.34,2,Hassan Hameed,Fatima Iqbal,Out for Delivery,2025-10-11
PKG0043_300,Peshawar,17.34,2,Hassan Hameed,Fatima Iqbal,Out for Delivery,2024-08-15
PKG0015_301,Rawalpindi,13.46,3,Ahmed Sheikh,Sara Hameed,Pending,2026-05-28
PKG0005_302,Multan,2.87,2,Fatima Iqbal,Ahmed Ahmed,Delivered,2025-02-08
PKG0110_303,Quetta,14.62,1,Bilal Hameed,Noor Khan,Out for Delivery,2026-06-04
PKG0083_304,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2026-04-27
PKG0032_305,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2025-08-28
PKG0071_306,Rawalpindi,10.69,1,Sara Sheikh,Hussain Javed,Out for Delivery,2025-12-18
PKG0130_307,Quetta,9.28,2,Ali Khan,Hussain Khan,In Transit,2024-09-26
PKG0060_308,Rawalpindi,11.32,3,Noor Hameed,Bilal Iqbal,In Transit,2026-04-01
PKG0109_309,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2024-11-30
PKG0037_310,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2025-03-24
PKG0079_311,Peshawar,5.38,1,Ahmed Khan,Hamza Khan,In Transit,2025-03-25
PKG0004_312,Karachi,17.6,2,Zain Hameed,Hassan Khan,Delivered,2024-05-15
PKG0110_313,Quetta,14.62,1,Bilal Hameed,Noor Khan,Out for Delivery,2026-04-21
PKG0056_314,Faisalabad,11.07,3,Usman Javed,Bilal Butt,Delivered,2025-10-06
PKG0171_315,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2024-05-31
PKG0155_316,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2025-11-25
PKG0010_317,Islamabad,6.11,1,Hassan Javed,Fatima Iqbal,Delivered,2026-03-17
PKG0120_318,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2024-06-18
PKG0022_319,Sialkot,19.0,3,Usman Hameed,Sara Butt,In Transit,2025-01-11
PKG0123_320,Peshawar,14.51,1,Saad Iqbal,Amna Butt,Out for Delivery,2026-02-04
PKG0109_321,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2024-12-17
PKG0059_322,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2026-05-24
PKG0021_323,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-10-12
PKG0179_324,Lahore,11.2,1,Noor Qureshi,Amna Iqbal,In Transit,2024-03-11
PKG0135_325,Multan,14.51,3,Amna Qureshi,Ahmed Butt,Delivered,2025-02-16
PKG0027_326,Peshawar,2.81,3,Hamza Qureshi,Hamza Sheikh,Out for Delivery,2025-09-03
PKG0080_327,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2025-02-08
PKG0029_328,Peshawar,13.64,1,Amna Ahmed,Fatima Butt,Out for Delivery,2024-07-08
PKG0075_329,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2026-01-23
PKG0032_330,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2024-12-21
PKG0157_331,Islamabad,1.99,2,Hamza Javed,Hassan Qureshi,Out for Delivery,2026-05-18
PKG0179_332,Lahore,11.2,1,Noor Qureshi,Amna Iqbal,In Transit,2024-02-04
PKG0093_333,Sialkot,8.92,3,Noor Iqbal,Zain Javed,Delivered,2024-05-20
PKG0026_334,Karachi,18.22,3,Bilal Qureshi,Fatima Javed,Out for Delivery,2025-12-28
PKG0010_335,Islamabad,6.11,1,Hassan Javed,Fatima Iqbal,Delivered,2025-04-14
PKG0097_336,Karachi,7.22,1,Ayesha Raza,Ali Javed,Delivered,2024-01-05
PKG0156_337,Lahore,11.57,1,Zain Iqbal,Usman Hameed,Pending,2026-01-02
PKG0056_338,Faisalabad,11.07,3,Usman Javed,Bilal Butt,Delivered,2026-04-09
PKG0037_339,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2025-04-04
PKG0090_340,Sialkot,0.75,1,Saad Hameed,Maryam Raza,Pending,2025-12-07
PKG0122_341,Faisalabad,8.64,3,Ayesha Qureshi,Usman Qureshi,Out for Delivery,2026-03-02
PKG0062_342,Peshawar,20.26,1,Amna Butt,Bilal Raza,Pending,2026-06-01
PKG0093_343,Sialkot,8.92,3,Noor Iqbal,Zain Javed,Delivered,2025-05-30
PKG0122_344,Faisalabad,8.64,3,Ayesha Qureshi,Usman Qureshi,Out for Delivery,2025-10-10
PKG0129_345,Lahore,11.37,3,Maryam Ahmed,Sara Ahmed,Delivered,2024-06-17
PKG0023_346,Rawalpindi,22.54,2,Hassan Sheikh,Bilal Iqbal,Pending,2024-09-15
PKG0025_347,Islamabad,21.56,1,Ahmed Khan,Fatima Ahmed,In Transit,2026-01-23
PKG0174_348,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2025-06-07
PKG0041_349,Quetta,15.49,3,Ayesha Qureshi,Amna Javed,Pending,2025-10-03
PKG0180_350,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2024-06-16
PKG0049_351,Islamabad,4.89,2,Hamza Malik,Saad Sheikh,Out for Delivery,2025-10-23
PKG0176_352,Multan,13.55,1,Maryam Sheikh,Ayesha Malik,Delivered,2026-06-02
PKG0021_353,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2025-06-27
PKG0097_354,Karachi,7.22,1,Ayesha Raza,Ali Javed,Delivered,2024-10-29
PKG0162_355,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2024-11-26
PKG0096_356,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2026-01-22
PKG0127_357,Multan,16.42,2,Hamza Raza,Hussain Hameed,Out for Delivery,2025-09-29
PKG0092_358,Peshawar,10.41,1,Hamza Khan,Ahmed Raza,Delivered,2025-07-15
PKG0060_359,Rawalpindi,11.32,3,Noor Hameed,Bilal Iqbal,In Transit,2024-05-30
PKG0120_360,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2026-05-18
PKG0172_361,Quetta,11.36,2,Hamza Hameed,Ali Ahmed,Out for Delivery,2024-03-04
PKG0100_362,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2024-12-27
PKG0031_363,Lahore,23.2,1,Bilal Javed,Amna Khan,In Transit,2024-12-09
PKG0063_364,Rawalpindi,10.65,3,Fatima Qureshi,Noor Ahmed,In Transit,2025-05-07
PKG0081_365,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2025-01-24
PKG0146_366,Rawalpindi,3.34,1,Ayesha Khan,Ali Raza,In Transit,2026-04-01
PKG0007_367,Quetta,24.64,1,Fatima Ahmed,Ali Butt,Pending,2026-04-16
PKG0037_368,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2024-07-01
PKG0171_369,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2025-08-09
PKG0058_370,Peshawar,10.8,2,Maryam Raza,Usman Malik,In Transit,2025-06-14
PKG0145_371,Rawalpindi,22.78,2,Noor Butt,Bilal Ahmed,Out for Delivery,2024-02-06
PKG0068_372,Peshawar,21.08,2,Ayesha Qureshi,Zain Raza,Out for Delivery,2024-10-30
PKG0050_373,Lahore,9.87,1,Bilal Butt,Hassan Malik,Out for Delivery,2024-03-25
PKG0097_374,Karachi,7.22,1,Ayesha Raza,Ali Javed,Delivered,2025-10-19
PKG0036_375,Peshawar,10.39,3,Ayesha Ahmed,Noor Ahmed,In Transit,2024-05-23
PKG0128_376,Islamabad,15.63,1,Bilal Qureshi,Amna Javed,Delivered,2025-02-03
PKG0012_377,Karachi,6.54,3,Saad Qureshi,Ayesha Raza,Delivered,2024-05-18
PKG0033_378,Sialkot,16.72,2,Saad Qureshi,Hassan Sheikh,In Transit,2025-07-30
PKG0175_379,Quetta,7.59,1,Fatima Raza,Fatima Malik,Pending,2024-04-15
PKG0032_380,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2024-02-19
PKG0047_381,Faisalabad,5.65,1,Ali Raza,Hussain Khan,Pending,2024-05-29
PKG0050_382,Lahore,9.87,1,Bilal Butt,Hassan Malik,Out for Delivery,2025-02-07
PKG0045_383,Sialkot,17.79,3,Hassan Malik,Maryam Qureshi,Pending,2026-02-25
PKG0084_384,Multan,16.71,1,Noor Khan,Hussain Javed,Delivered,2025-10-25
PKG0150_385,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2024-09-03
PKG0081_386,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2024-03-08
PKG0107_387,Karachi,19.92,3,Hassan Malik,Ahmed Khan,Delivered,2024-05-22
PKG0020_388,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2024-01-26
PKG0085_389,Lahore,11.12,2,Amna Sheikh,Amna Qureshi,Out for Delivery,2026-01-04
PKG0120_390,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2026-05-02
